تاریخ,کد کالا,نام کالا,واحد,تعداد,قیمت واحد,بهای واحد,مبلغ کل,مشتری
1404/09/22,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,24,90962,72769,2183088,مینی‌مارکت شبانه
1404/09/22,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,43,43000,34731,1849000,هایپر نیک
1404/09/22,SKU00043,ماست دبه ۲ کیلویی,عدد,10,169519,136442,1695190,سوپر مارکت البرز
1404/09/22,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,9,97577,78558,878193,فروشگاه یاس
1404/09/22,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,14,181923,144712,2546922,مینی‌مارکت نسیم
1404/09/22,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,388654,318365,1943270,فروشگاه گلستان
1404/09/22,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,18,70288,56231,1265184,سوپر پروتئین سبز
1404/09/22,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,221615,177788,1329690,هایپر ستاره شهر
1404/09/22,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,9,76077,59538,684693,سوپر مارکت البرز
1404/09/22,SKU00050,صابون بسته ۶ عددی,بسته,7,99231,79385,694617,مینی‌مارکت شبانه
1404/09/23,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3724615,3145231,11173845,سوپر پروتئین سبز
1404/09/23,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2193385,1738154,8773540,بوفه دانشگاه
1404/09/23,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,11,153123,124154,1684353,مینی‌مارکت شبانه
1404/09/23,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,376600,314523,1883000,کافه رستوران ونک
1404/09/23,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,30,34763,28969,1042890,مینی‌مارکت شبانه
1404/09/23,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,6,202785,161400,1216710,سوپرمارکت پارسیان
1404/09/23,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,2,430400,347631,860800,فروشگاه گلستان
1404/09/23,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,59,39729,31452,2344011,بقالی برادران احمدی
1404/09/23,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,22,79458,64560,1748076,سوپرمارکت پارسیان
1404/09/23,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,38,43040,34763,1635520,سوپر پروتئین سبز
1404/09/23,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,17,89391,72837,1519647,سوپر مارکت البرز
1404/09/23,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,18,139052,111738,2502936,هایپر نیک
1404/09/23,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,117532,95185,705192,سوپرمارکت آفتاب
1404/09/23,SKU00039,عدس ۹۰۰ گرمی,عدد,10,100978,81114,1009780,بوفه دانشگاه
1404/09/23,SKU00040,نخود ۹۰۰ گرمی,عدد,6,107600,86908,645600,فروشگاه سپیدار
1404/09/23,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,29,91046,72837,2640334,فروشگاه امید
1404/09/23,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,36,43040,34763,1549440,سوپرمارکت آفتاب
1404/09/23,SKU00043,ماست دبه ۲ کیلویی,عدد,16,169677,136569,2714832,هایپر ستاره شهر
1404/09/23,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,7,97668,78631,683676,سوپرمارکت آفتاب
1404/09/23,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,9,182092,144846,1638828,بوفه دانشگاه
1404/09/23,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,389015,318662,1945075,مینی‌مارکت نسیم
1404/09/23,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,17,70354,56283,1196018,فروشگاه زنجیره‌ای مهر
1404/09/23,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,9,221822,177954,1996398,فروشگاه سپیدار
1404/09/23,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,7,76148,59594,533036,سوپر مارکت البرز
1404/09/23,SKU00050,صابون بسته ۶ عددی,بسته,11,99323,79458,1092553,فروشگاه سپیدار
1404/09/24,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3728077,3148154,11184231,مینی‌مارکت نسیم
1404/09/24,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2195423,1739769,10977115,فروشگاه سپیدار
1404/09/24,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,28,153265,124269,4291420,فروشگاه یاس
1404/09/24,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,2,376950,314815,753900,فروشگاه گلستان
1404/09/24,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,27,34795,28996,939465,بوفه دانشگاه
1404/09/24,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,7,202973,161550,1420811,سوپرمارکت آفتاب
1404/09/24,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,6,430800,347954,2584800,تعاونی مصرف کارکنان
1404/09/24,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,33,39766,31482,1312278,تعاونی مصرف کارکنان
1404/09/24,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,12,79532,64620,954384,سوپر مارکت البرز
1404/09/24,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,10,43080,34795,430800,مینی‌مارکت شبانه
1404/09/24,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,11,89474,72905,984214,تعاونی مصرف کارکنان
1404/09/24,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,14,139182,111842,1948548,سوپر مارکت البرز
1404/09/24,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,14,117642,95273,1646988,بوفه دانشگاه
1404/09/24,SKU00039,عدس ۹۰۰ گرمی,عدد,8,101072,81189,808576,تعاونی مصرف کارکنان
1404/09/24,SKU00040,نخود ۹۰۰ گرمی,عدد,8,107700,86988,861600,بقالی برادران احمدی
1404/09/24,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,17,91131,72905,1549227,هایپر نیک
1404/09/24,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,40,43080,34795,1723200,فروشگاه امید
1404/09/24,SKU00043,ماست دبه ۲ کیلویی,عدد,7,169835,136696,1188845,فروشگاه سپیدار
1404/09/24,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,8,97758,78704,782064,مینی‌مارکت شبانه
1404/09/24,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,12,182262,144981,2187144,سوپرمارکت پارسیان
1404/09/24,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,3,389377,318958,1168131,سوپرمارکت پارسیان
1404/09/24,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,20,70419,56335,1408380,تعاونی مصرف کارکنان
1404/09/24,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,222028,178119,1332168,سوپر مارکت البرز
1404/09/24,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,11,76218,59649,838398,تعاونی مصرف کارکنان
1404/09/24,SKU00050,صابون بسته ۶ عددی,بسته,10,99415,79532,994150,بوفه دانشگاه
1404/09/25,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3731538,3151077,7463076,هایپر ستاره شهر
1404/09/25,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2197462,1741385,10987310,مینی‌مارکت نسیم
1404/09/25,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,18,153408,124385,2761344,هایپر نیک
1404/09/25,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,7,377300,315108,2641100,فروشگاه یاس
1404/09/25,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,19,34828,29023,661732,فروشگاه زنجیره‌ای مهر
1404/09/25,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,12,203162,161700,2437944,سوپر مارکت البرز
1404/09/25,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,431200,348277,1293600,فروشگاه یاس
1404/09/25,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,65,39803,31511,2587195,فروشگاه رفاه محلی
1404/09/25,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,28,79606,64680,2228968,بوفه دانشگاه
1404/09/25,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,34,43120,34828,1466080,بوفه دانشگاه
1404/09/25,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,8,89557,72972,716456,فروشگاه زنجیره‌ای مهر
1404/09/25,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,14,139311,111946,1950354,فروشگاه یاس
1404/09/25,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,3,117751,95362,353253,فروشگاه رفاه محلی
1404/09/25,SKU00039,عدس ۹۰۰ گرمی,عدد,9,101166,81265,910494,هایپر ستاره شهر
1404/09/25,SKU00040,نخود ۹۰۰ گرمی,عدد,7,107800,87069,754600,بوفه دانشگاه
1404/09/25,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,23,91215,72972,2097945,فروشگاه گلستان
1404/09/25,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,39,43120,34828,1681680,فروشگاه گلستان
1404/09/25,SKU00043,ماست دبه ۲ کیلویی,عدد,8,169992,136823,1359936,کافه رستوران ونک
1404/09/25,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,10,97849,78777,978490,سوپرمارکت آفتاب
1404/09/25,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,11,182431,145115,2006741,هایپر نیک
1404/09/25,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,389738,319254,1948690,بقالی برادران احمدی
1404/09/25,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,14,70485,56388,986790,هایپر نیک
1404/09/25,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,222234,178285,1333404,هایپر ستاره شهر
1404/09/25,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,6,76289,59705,457734,سوپر مارکت البرز
1404/09/25,SKU00050,صابون بسته ۶ عددی,بسته,11,99508,79606,1094588,فروشگاه امید
1404/09/26,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3735000,3154000,11205000,مینی‌مارکت نسیم
1404/09/26,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,6,2199500,1743000,13197000,هایپر نیک
1404/09/26,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,48,153550,124500,7370400,سوپر پروتئین سبز
1404/09/26,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,10,377650,315400,3776500,فروشگاه رفاه محلی
1404/09/26,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,27,34860,29050,941220,سوپر پروتئین سبز
1404/09/26,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,8,203350,161850,1626800,فروشگاه امید
1404/09/26,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,6,431600,348600,2589600,فروشگاه امید
1404/09/26,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,41,39840,31540,1633440,فروشگاه زنجیره‌ای مهر
1404/09/26,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,25,79680,64740,1992000,کافه رستوران ونک
1404/09/26,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,39,43160,34860,1683240,سوپر پروتئین سبز
1404/09/26,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,13,89640,73040,1165320,هایپر ستاره شهر
1404/09/26,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,16,139440,112050,2231040,سوپرمارکت آفتاب
1404/09/26,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,5,117860,95450,589300,هایپر ستاره شهر
1404/09/26,SKU00039,عدس ۹۰۰ گرمی,عدد,8,101260,81340,810080,فروشگاه یاس
1404/09/26,SKU00040,نخود ۹۰۰ گرمی,عدد,7,107900,87150,755300,فروشگاه زنجیره‌ای مهر
1404/09/26,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,25,91300,73040,2282500,هایپر ستاره شهر
1404/09/26,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,27,43160,34860,1165320,فروشگاه یاس
1404/09/26,SKU00043,ماست دبه ۲ کیلویی,عدد,6,170150,136950,1020900,سوپرمارکت آفتاب
1404/09/26,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,18,97940,78850,1762920,سوپر پروتئین سبز
1404/09/26,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,13,182600,145250,2373800,فروشگاه گلستان
1404/09/26,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,9,390100,319550,3510900,تعاونی مصرف کارکنان
1404/09/26,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,14,70550,56440,987700,فروشگاه امید
1404/09/26,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,222440,178450,1334640,تعاونی مصرف کارکنان
1404/09/26,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,21,76360,59760,1603560,تعاونی مصرف کارکنان
1404/09/26,SKU00050,صابون بسته ۶ عددی,بسته,9,99600,79680,896400,فروشگاه رفاه محلی
1404/09/27,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,5,3738462,3156923,18692310,سوپرمارکت پارسیان
1404/09/27,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,9,2201538,1744615,19813842,فروشگاه سپیدار
1404/09/27,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,21,153692,124615,3227532,هایپر نیک
1404/09/27,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,10,378000,315692,3780000,سوپر پروتئین سبز
1404/09/27,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,24,34892,29077,837408,مینی‌مارکت نسیم
1404/09/27,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,12,203538,162000,2442456,فروشگاه زنجیره‌ای مهر
1404/09/27,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,10,432000,348923,4320000,فروشگاه زنجیره‌ای مهر
1404/09/27,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,46,39877,31569,1834342,سوپر پروتئین سبز
1404/09/27,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,28,79754,64800,2233112,فروشگاه یاس
1404/09/27,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,32,43200,34892,1382400,سوپرمارکت پارسیان
1404/09/27,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,19,89723,73108,1704737,مینی‌مارکت نسیم
1404/09/27,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,17,139569,112154,2372673,هایپر ستاره شهر
1404/09/27,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,13,117969,95538,1533597,کافه رستوران ونک
1404/09/27,SKU00039,عدس ۹۰۰ گرمی,عدد,12,101354,81415,1216248,هایپر ستاره شهر
1404/09/27,SKU00040,نخود ۹۰۰ گرمی,عدد,10,108000,87231,1080000,سوپر پروتئین سبز
1404/09/27,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,52,91385,73108,4752020,مینی‌مارکت شبانه
1404/09/27,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,68,43200,34892,2937600,هایپر نیک
1404/09/27,SKU00043,ماست دبه ۲ کیلویی,عدد,13,170308,137077,2214004,هایپر نیک
1404/09/27,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,11,98031,78923,1078341,تعاونی مصرف کارکنان
1404/09/27,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,18,182769,145385,3289842,فروشگاه یاس
1404/09/27,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,10,390462,319846,3904620,فروشگاه زنجیره‌ای مهر
1404/09/27,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,39,70615,56492,2753985,فروشگاه یاس
1404/09/27,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,11,222646,178615,2449106,سوپر مارکت البرز
1404/09/27,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,18,76431,59815,1375758,هایپر ستاره شهر
1404/09/27,SKU00050,صابون بسته ۶ عددی,بسته,12,99692,79754,1196304,سوپرمارکت پارسیان
1404/09/28,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3741923,3159846,7483846,سوپر مارکت البرز
1404/09/28,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,3,2203577,1746231,6610731,مینی‌مارکت نسیم
1404/09/28,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,12,153835,124731,1846020,تعاونی مصرف کارکنان
1404/09/28,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,2,378350,315985,756700,مینی‌مارکت شبانه
1404/09/28,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,20,34925,29104,698500,مینی‌مارکت نسیم
1404/09/28,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,2,203727,162150,407454,بوفه دانشگاه
1404/09/28,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,432400,349246,1297200,هایپر نیک
1404/09/28,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,48,39914,31598,1915872,فروشگاه رفاه محلی
1404/09/28,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,15,79828,64860,1197420,سوپرمارکت پارسیان
1404/09/28,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,15,43240,34925,648600,فروشگاه رفاه محلی
1404/09/28,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,9,89806,73175,808254,فروشگاه رفاه محلی
1404/09/28,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,8,139698,112258,1117584,کافه رستوران ونک
1404/09/28,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,5,118078,95627,590390,مینی‌مارکت نسیم
1404/09/28,SKU00039,عدس ۹۰۰ گرمی,عدد,5,101448,81491,507240,هایپر نیک
1404/09/28,SKU00040,نخود ۹۰۰ گرمی,عدد,3,108100,87312,324300,هایپر نیک
1404/09/28,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,13,91469,73175,1189097,مینی‌مارکت شبانه
1404/09/28,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,21,43240,34925,908040,مینی‌مارکت شبانه
1404/09/28,SKU00043,ماست دبه ۲ کیلویی,عدد,4,170465,137204,681860,فروشگاه یاس
1404/09/28,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,8,98122,78996,784976,مینی‌مارکت شبانه
1404/09/28,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,4,182938,145519,731752,سوپرمارکت آفتاب
1404/09/28,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,3,390823,320142,1172469,فروشگاه زنجیره‌ای مهر
1404/09/28,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,10,70681,56545,706810,سوپر مارکت البرز
1404/09/28,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,3,222852,178781,668556,فروشگاه یاس
1404/09/28,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,7,76502,59871,535514,فروشگاه سپیدار
1404/09/28,SKU00050,صابون بسته ۶ عددی,بسته,5,99785,79828,498925,بوفه دانشگاه
1404/09/29,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,4,3745385,3162769,14981540,فروشگاه امید
1404/09/29,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,3,2205615,1747846,6616845,سوپر پروتئین سبز
1404/09/29,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,32,153977,124846,4927264,سوپر پروتئین سبز
1404/09/29,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,6,378700,316277,2272200,مینی‌مارکت نسیم
1404/09/29,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,25,34957,29131,873925,سوپر مارکت البرز
1404/09/29,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,7,203915,162300,1427405,فروشگاه سپیدار
1404/09/29,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,432800,349569,2164000,فروشگاه زنجیره‌ای مهر
1404/09/29,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,32,39951,31628,1278432,مینی‌مارکت شبانه
1404/09/29,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,19,79902,64920,1518138,فروشگاه زنجیره‌ای مهر
1404/09/29,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,17,43280,34957,735760,مینی‌مارکت نسیم
1404/09/29,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,10,89889,73243,898890,هایپر نیک
1404/09/29,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,12,139828,112362,1677936,مینی‌مارکت نسیم
1404/09/29,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,9,118188,95715,1063692,سوپر پروتئین سبز
1404/09/29,SKU00039,عدس ۹۰۰ گرمی,عدد,7,101542,81566,710794,بقالی برادران احمدی
1404/09/29,SKU00040,نخود ۹۰۰ گرمی,عدد,7,108200,87392,757400,کافه رستوران ونک
1404/09/29,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,22,91554,73243,2014188,فروشگاه زنجیره‌ای مهر
1404/09/29,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,45,43280,34957,1947600,مینی‌مارکت نسیم
1404/09/29,SKU00043,ماست دبه ۲ کیلویی,عدد,12,170623,137331,2047476,فروشگاه رفاه محلی
1404/09/29,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,10,98212,79069,982120,هایپر ستاره شهر
1404/09/29,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,10,183108,145654,1831080,سوپر پروتئین سبز
1404/09/29,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,7,391185,320438,2738295,فروشگاه زنجیره‌ای مهر
1404/09/29,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,36,70746,56597,2546856,فروشگاه یاس
1404/09/29,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,7,223058,178946,1561406,هایپر نیک
1404/09/29,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,17,76572,59926,1301724,سوپر مارکت البرز
1404/09/29,SKU00050,صابون بسته ۶ عددی,بسته,8,99877,79902,799016,فروشگاه رفاه محلی
1404/09/30,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3748846,3165692,11246538,فروشگاه رفاه محلی
1404/09/30,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2207654,1749462,8830616,بقالی برادران احمدی
1404/09/30,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,20,154119,124962,3082380,فروشگاه زنجیره‌ای مهر
1404/09/30,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,8,379050,316569,3032400,مینی‌مارکت نسیم
1404/09/30,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,32,34989,29158,1119648,مینی‌مارکت شبانه
1404/09/30,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,11,204104,162450,2245144,فروشگاه یاس
1404/09/30,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,433200,349892,1732800,سوپر مارکت البرز
1404/09/30,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,34,39988,31657,1359592,سوپرمارکت پارسیان
1404/09/30,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,19,79975,64980,1519525,هایپر نیک
1404/09/30,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,44,43320,34989,1906080,فروشگاه گلستان
1404/09/30,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,4,89972,73311,359888,هایپر ستاره شهر
1404/09/30,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,20,139957,112465,2799140,فروشگاه رفاه محلی
1404/09/30,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,7,118297,95804,828079,مینی‌مارکت شبانه
1404/09/30,SKU00039,عدس ۹۰۰ گرمی,عدد,7,101635,81642,711445,سوپرمارکت آفتاب
1404/09/30,SKU00040,نخود ۹۰۰ گرمی,عدد,5,108300,87473,541500,بوفه دانشگاه
1404/09/30,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,21,91638,73311,1924398,سوپرمارکت آفتاب
1404/09/30,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,47,43320,34989,2036040,فروشگاه یاس
1404/09/30,SKU00043,ماست دبه ۲ کیلویی,عدد,9,170781,137458,1537029,فروشگاه رفاه محلی
1404/09/30,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,10,98303,79142,983030,تعاونی مصرف کارکنان
1404/09/30,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,10,183277,145788,1832770,فروشگاه امید
1404/09/30,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,391546,320735,1566184,فروشگاه رفاه محلی
1404/09/30,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,19,70812,56649,1345428,مینی‌مارکت شبانه
1404/09/30,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,5,223265,179112,1116325,تعاونی مصرف کارکنان
1404/09/30,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,7,76643,59982,536501,هایپر ستاره شهر
1404/09/30,SKU00050,صابون بسته ۶ عددی,بسته,8,99969,79975,799752,سوپر پروتئین سبز
1404/10/01,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3752308,3168615,7504616,سوپر مارکت البرز
1404/10/01,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2209692,1751077,11048460,سوپرمارکت پارسیان
1404/10/01,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,32,154262,125077,4936384,هایپر نیک
1404/10/01,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,4,379400,316862,1517600,مینی‌مارکت نسیم
1404/10/01,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,34,35022,29185,1190748,سوپرمارکت پارسیان
1404/10/01,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,5,204292,162600,1021460,مینی‌مارکت شبانه
1404/10/01,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,433600,350215,2168000,فروشگاه گلستان
1404/10/01,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,34,40025,31686,1360850,سوپرمارکت پارسیان
1404/10/01,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,14,80049,65040,1120686,فروشگاه امید
1404/10/01,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,28,43360,35022,1214080,بوفه دانشگاه
1404/10/01,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,12,90055,73378,1080660,سوپر پروتئین سبز
1404/10/01,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,21,140086,112569,2941806,فروشگاه زنجیره‌ای مهر
1404/10/01,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,8,118406,95892,947248,هایپر نیک
1404/10/01,SKU00039,عدس ۹۰۰ گرمی,عدد,8,101729,81717,813832,سوپر مارکت البرز
